,ProbeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOL,diffexpressed
1225,222434_at,1.007725101,5.874560151,5.450943821,1.48E-07,3.33E-06,6.985140608,ENAH,UP
1226,234980_at,-1.23603269,9.524571929,-5.450603997,1.48E-07,3.34E-06,6.983548479,TLCD4,DOWN
1227,55872_at,1.194641077,8.027067172,5.449457961,1.49E-07,3.35E-06,6.978179655,UCKL1,UP
1228,55872_at,1.194641077,8.027067172,5.449457961,1.49E-07,3.35E-06,6.978179655,ZNF512B,UP
1229,229500_at,1.058528304,5.752001429,5.447989313,1.50E-07,3.37E-06,6.971300703,SLC30A9,UP
1230,230466_s_at,1.820809461,8.02002645,5.447577887,1.50E-07,3.37E-06,6.969373882,RASSF3,UP
1231,204318_s_at,1.787025475,5.700665425,5.446600289,1.51E-07,3.38E-06,6.964795952,GTSE1,UP
1232,230109_at,-1.085535073,5.313634956,-5.446404056,1.51E-07,3.39E-06,6.963877099,PDE7B,DOWN
1233,238066_at,1.452598119,7.12578827,5.444306449,1.53E-07,3.42E-06,6.954056657,RBP7,UP
1234,229050_s_at,1.042051594,7.802349429,5.443490158,1.53E-07,3.43E-06,6.950235746,SNHG7,UP
1235,242881_x_at,2.769246047,6.130519572,5.443377896,1.53E-07,3.43E-06,6.949710302,NA,UP
1236,201473_at,-1.297115873,8.576236958,-5.439267043,1.56E-07,3.49E-06,6.93047486,JUNB,DOWN
1237,206069_s_at,-1.905714595,5.869700024,-5.43927922,1.56E-07,3.49E-06,6.930531818,ACADL,DOWN
1238,222036_s_at,1.332693469,7.189598224,5.437355419,1.58E-07,3.51E-06,6.921533659,MCM4,UP
1239,238178_at,-1.418487322,4.959347722,-5.436572714,1.59E-07,3.52E-06,6.917873394,NA,DOWN
1240,244631_at,1.236330023,5.909488602,5.436368399,1.59E-07,3.52E-06,6.916917994,LOC389834,UP
1241,228597_at,1.235030504,6.323280134,5.433865123,1.61E-07,3.56E-06,6.905214538,MIS18A,UP
1242,1564706_s_at,-2.988632549,6.161261572,-5.43211589,1.62E-07,3.59E-06,6.897038776,GLS2,DOWN
1243,209278_s_at,-1.705954691,4.741684959,-5.430166665,1.64E-07,3.61E-06,6.88793056,TFPI2,DOWN
1244,216813_at,-1.155728237,4.899779944,-5.428014414,1.65E-07,3.64E-06,6.877876452,NA,DOWN
1245,218979_at,1.008894322,7.478599143,5.425587727,1.67E-07,3.68E-06,6.86654386,RMI1,UP
1246,212067_s_at,-1.560489664,11.3407909,-5.423018141,1.69E-07,3.72E-06,6.854548003,C1R,DOWN
1247,209583_s_at,1.419128556,5.345789678,5.419093561,1.73E-07,3.78E-06,6.836234577,CD200,UP
1248,210988_s_at,1.040555251,6.566649452,5.417826438,1.74E-07,3.79E-06,6.830323838,PRUNE1,UP
1249,219684_at,1.444542263,7.133286043,5.417632434,1.74E-07,3.80E-06,6.829418962,RTP4,UP
1250,202651_at,1.137130543,9.76229435,5.417469365,1.74E-07,3.80E-06,6.82865839,LPGAT1,UP
1251,218869_at,-1.002290154,7.581255305,-5.413427924,1.77E-07,3.87E-06,6.809814043,MLYCD,DOWN
1252,201897_s_at,1.223550159,9.464601183,5.411276328,1.79E-07,3.90E-06,6.799785866,CKS1B,UP
1253,219294_at,1.078935641,4.469961787,5.409156568,1.81E-07,3.93E-06,6.789908946,CENPQ,UP
1254,204527_at,1.278737172,5.385217787,5.403428708,1.86E-07,4.03E-06,6.763234553,MYO5A,UP
1255,202917_s_at,-2.559742609,6.7298327,-5.400123417,1.89E-07,4.08E-06,6.747851464,S100A8,DOWN
1256,204955_at,-2.140630977,5.540878986,-5.39945928,1.90E-07,4.09E-06,6.744761358,SRPX,DOWN
1257,218816_at,1.981785887,6.192368363,5.39922141,1.90E-07,4.10E-06,6.743654663,LRRC1,UP
1258,218976_at,-2.674185302,7.970310182,-5.396276448,1.93E-07,4.15E-06,6.729956129,DNAJC12,DOWN
1259,209542_x_at,-1.834447227,7.427651642,-5.393757034,1.95E-07,4.19E-06,6.718241429,IGF1,DOWN
1260,228055_at,-1.044667483,6.069995429,-5.388811272,2.00E-07,4.27E-06,6.695256529,NAPSB,DOWN
1261,226225_at,-2.105303886,7.052534507,-5.384435892,2.04E-07,4.34E-06,6.674935439,MCC,DOWN
1262,220085_at,1.618454958,5.618571453,5.379008669,2.10E-07,4.44E-06,6.649746139,HELLS,UP
1263,221039_s_at,1.264618821,7.045779483,5.369427216,2.20E-07,4.62E-06,6.605321836,ASAP1,UP
1264,202202_s_at,1.323585425,6.176333548,5.368149551,2.21E-07,4.65E-06,6.599402396,LAMA4,UP
1265,214948_s_at,1.161501049,7.789821211,5.367515696,2.22E-07,4.66E-06,6.596466127,TMF1,UP
1266,238604_at,1.064614877,6.398800858,5.367197818,2.22E-07,4.66E-06,6.594993683,NA,UP
1267,231982_at,-2.046297804,6.082842667,-5.36570655,2.24E-07,4.69E-06,6.588086848,SMIM24,DOWN
1268,208961_s_at,-1.098193377,9.585882224,-5.360786546,2.29E-07,4.79E-06,6.565309868,KLF6,DOWN
1269,222750_s_at,1.017053076,7.816580951,5.358636082,2.32E-07,4.83E-06,6.555359242,SRD5A3,UP
1270,228648_at,-1.680029603,10.23408132,-5.357499036,2.33E-07,4.86E-06,6.550099105,LRG1,DOWN
1271,203418_at,1.768387101,5.284169991,5.35553682,2.35E-07,4.89E-06,6.541023561,CCNA2,UP
1272,1566557_at,1.256536311,5.82112435,5.354470224,2.36E-07,4.91E-06,6.536091433,BAIAP2-DT,UP
1273,227892_at,2.371107646,6.459155341,5.354168788,2.37E-07,4.92E-06,6.534697671,PRKAA2,UP
1274,217487_x_at,-1.552673448,6.328655049,-5.353677302,2.37E-07,4.93E-06,6.532425291,FOLH1,DOWN
1275,217487_x_at,-1.552673448,6.328655049,-5.353677302,2.37E-07,4.93E-06,6.532425291,FOLH1B,DOWN
1276,241114_s_at,-1.335711196,7.186341134,-5.353559995,2.37E-07,4.93E-06,6.531882947,ACAA2,DOWN
1277,218783_at,1.135231215,5.928562949,5.35240811,2.39E-07,4.95E-06,6.526557921,INTS7,UP
1278,212994_at,1.113553952,6.885065223,5.350370238,2.41E-07,4.99E-06,6.517139166,THOC2,UP
1279,207180_s_at,1.128621139,9.445075914,5.349942407,2.41E-07,5.00E-06,6.515162132,HTATIP2,UP
1280,212560_at,-1.554542097,9.350121387,-5.349229803,2.42E-07,5.01E-06,6.511869401,SORL1,DOWN
1281,201985_at,1.117456576,8.118247671,5.34886201,2.43E-07,5.01E-06,6.510170066,WASHC5,UP
1282,242702_at,-1.19328377,4.960583279,-5.3462551,2.46E-07,5.07E-06,6.498127712,MMAA,DOWN
1283,211761_s_at,1.028368868,9.033580997,5.343293779,2.49E-07,5.14E-06,6.484453493,CACYBP,UP
1284,215966_x_at,-1.20351402,6.00363664,-5.342911978,2.50E-07,5.14E-06,6.482690896,GK3,DOWN
1285,214279_s_at,-1.800401546,7.746017521,-5.342381409,2.50E-07,5.15E-06,6.480241659,NDRG2,DOWN
1286,224796_at,1.145496638,8.287332158,5.342033338,2.51E-07,5.15E-06,6.478634979,ASAP1,UP
1287,211074_at,-1.184272693,10.51468056,-5.339851062,2.53E-07,5.20E-06,6.468563461,FOLR1,DOWN
1288,226420_at,1.306197323,5.018297389,5.33584425,2.58E-07,5.29E-06,6.450079422,MECOM,UP
1289,201266_at,1.547796597,10.37428601,5.335071894,2.59E-07,5.30E-06,6.446517615,TXNRD1,UP
1290,205730_s_at,-1.245971598,7.740895638,-5.326836824,2.70E-07,5.49E-06,6.408564524,ABLIM3,DOWN
1291,206754_s_at,-2.636406535,10.0400756,-5.326027836,2.71E-07,5.51E-06,6.404838488,CYP2B6,DOWN
1292,206754_s_at,-2.636406535,10.0400756,-5.326027836,2.71E-07,5.51E-06,6.404838488,CYP2B7P,DOWN
1293,219555_s_at,1.244951141,6.578875982,5.317092295,2.83E-07,5.72E-06,6.363711244,CENPN,UP
1294,206541_at,-1.770392823,9.339097613,-5.311082656,2.91E-07,5.86E-06,6.336079918,KLKB1,DOWN
1295,212807_s_at,1.256599724,6.637872984,5.310067452,2.93E-07,5.88E-06,6.331414481,SORT1,UP
1296,241897_at,-1.908201761,5.737591467,-5.309051452,2.94E-07,5.91E-06,6.326746053,NA,DOWN
1297,203967_at,1.797819263,4.868373557,5.305777045,2.99E-07,5.99E-06,6.311704993,CDC6,UP
1298,201471_s_at,1.101462413,11.04339648,5.303053489,3.03E-07,6.06E-06,6.299199565,SQSTM1,UP
1299,226844_at,1.407109037,6.543393293,5.302667557,3.03E-07,6.07E-06,6.297427914,MOB3B,UP
1300,242868_at,-1.706491088,6.299146291,-5.302011235,3.04E-07,6.08E-06,6.294415237,NA,DOWN
1301,235915_at,-1.932924942,8.252962912,-5.300915325,3.06E-07,6.10E-06,6.289385369,NA,DOWN
1302,225060_at,1.153886739,7.919669941,5.300316636,3.07E-07,6.11E-06,6.286637914,LRP11,UP
1303,218782_s_at,1.644500513,7.815480542,5.298555562,3.09E-07,6.16E-06,6.278557472,ATAD2,UP
1304,227614_at,2.165788198,7.385145507,5.296352802,3.12E-07,6.21E-06,6.268453243,HKDC1,UP
1305,205498_at,-2.370616094,9.078590949,-5.28935099,3.23E-07,6.39E-06,6.236356279,GHR,DOWN
1306,206753_at,-2.275998239,9.331983102,-5.287491364,3.26E-07,6.43E-06,6.227836921,RDH16,DOWN
1307,223451_s_at,1.067043073,7.298470454,5.285736826,3.29E-07,6.47E-06,6.21980105,CKLF,UP
1308,205541_s_at,-2.305050745,6.091013485,-5.28494978,3.30E-07,6.49E-06,6.216196987,GSPT2,DOWN
1309,218788_s_at,1.34543733,7.896307061,5.284796825,3.30E-07,6.49E-06,6.215496618,SMYD3,UP
1310,202421_at,1.338946225,7.16518504,5.283768181,3.32E-07,6.52E-06,6.210786936,IGSF3,UP
1311,231790_at,-2.054385877,8.142850862,-5.282832263,3.33E-07,6.55E-06,6.206502399,DMGDH,DOWN
1312,210987_x_at,1.185345307,9.499929147,5.280966181,3.36E-07,6.60E-06,6.19796136,TPM1,UP
1313,235126_at,1.183307084,6.34896282,5.280292151,3.37E-07,6.61E-06,6.194876891,FLVCR1-DT,UP
1314,205569_at,1.710396183,5.802426202,5.279685144,3.38E-07,6.63E-06,6.192099379,LAMP3,UP
1315,210337_s_at,1.025554858,8.035144404,5.277460164,3.42E-07,6.69E-06,6.181920476,ACLY,UP
1316,219037_at,1.061398715,7.635715334,5.274827854,3.46E-07,6.76E-06,6.169882263,RRP15,UP
1317,220239_at,1.113339479,6.204331548,5.273483773,3.49E-07,6.80E-06,6.163737179,KLHL7,UP
1318,211470_s_at,3.253519901,7.002497713,5.27255017,3.50E-07,6.82E-06,6.159469474,SULT1C2,UP
1319,1554547_at,1.1113136,5.575177841,5.272116909,3.51E-07,6.83E-06,6.157489135,FAM13C,UP
1320,219313_at,-1.694333299,6.779389641,-5.270234075,3.54E-07,6.89E-06,6.148884544,GRAMD1C,DOWN
1321,201565_s_at,-1.027874635,11.17038368,-5.268573852,3.57E-07,6.94E-06,6.141299208,ID2,DOWN
1322,208694_at,1.179680914,8.453278044,5.267338796,3.59E-07,6.97E-06,6.135657561,PRKDC,UP
1323,202983_at,1.011563645,8.768382453,5.263389787,3.66E-07,7.10E-06,6.117625441,HLTF,UP
1324,203238_s_at,1.30300012,6.47499859,5.263329455,3.66E-07,7.10E-06,6.117350026,NOTCH3,UP
1325,222043_at,-1.353771379,8.342317304,-5.263052677,3.66E-07,7.10E-06,6.116086584,CLU,DOWN
1326,219258_at,1.181046206,5.850042464,5.261805693,3.69E-07,7.14E-06,6.110394939,TIPIN,UP
1327,1555189_a_at,-1.77662515,4.974427644,-5.260347925,3.71E-07,7.18E-06,6.103742495,TAT,DOWN
1328,210301_at,-1.372540698,7.405488381,-5.258870909,3.74E-07,7.22E-06,6.097003619,XDH,DOWN
1329,213125_at,1.050479793,5.109713294,5.256903154,3.77E-07,7.28E-06,6.088027963,OLFML2B,UP
1330,229491_at,-1.226327632,7.526244658,-5.256492244,3.78E-07,7.29E-06,6.086153971,SLC9B2,DOWN
1331,235155_at,-1.001378786,4.068800962,-5.255555906,3.80E-07,7.31E-06,6.081884124,BDH2,DOWN
1332,225686_at,1.092090781,6.450179536,5.252902492,3.85E-07,7.38E-06,6.06978725,SKA2,UP
1333,208960_s_at,-1.253542077,8.683417185,-5.251984202,3.86E-07,7.41E-06,6.065601848,KLF6,DOWN
1334,206239_s_at,4.598723614,9.829625917,5.251505832,3.87E-07,7.43E-06,6.063421742,SPINK1,UP
1335,207275_s_at,-1.672874711,10.70021981,-5.251366149,3.87E-07,7.43E-06,6.062785186,ACSL1,DOWN
1336,208683_at,1.132343044,10.05062084,5.248839622,3.92E-07,7.51E-06,6.051273591,CAPN2,UP
1337,206539_s_at,-1.087988347,8.597337744,-5.240778868,4.07E-07,7.78E-06,6.014574294,CYP4F12,DOWN
1338,223201_s_at,1.069160556,5.800245177,5.240817319,4.07E-07,7.78E-06,6.014749255,TMEM164,UP
1339,231842_at,1.107425365,4.788768375,5.23307375,4.23E-07,8.01E-06,5.97953384,JCAD,UP
1340,203973_s_at,-1.012476438,11.3173511,-5.232989051,4.23E-07,8.01E-06,5.979148875,CEBPD,DOWN
1341,207244_x_at,-2.414778386,9.436469331,-5.231828988,4.25E-07,8.04E-06,5.973876701,CYP2A6,DOWN
1342,202959_at,-1.165540669,9.074948803,-5.231499951,4.26E-07,8.05E-06,5.972381477,MMUT,DOWN
1343,219602_s_at,1.450131979,8.002372155,5.22811407,4.33E-07,8.17E-06,5.956999324,PIEZO2,UP
1344,226763_at,1.206144272,8.72530639,5.225782688,4.38E-07,8.25E-06,5.946412155,SESTD1,UP
1345,207621_s_at,-1.22179286,8.935832867,-5.224898278,4.39E-07,8.28E-06,5.942396846,PEMT,DOWN
1346,226337_at,1.171333449,7.44326735,5.224255471,4.41E-07,8.30E-06,5.939478758,GORAB,UP
1347,218772_x_at,1.024461654,8.174182396,5.222686899,4.44E-07,8.35E-06,5.9323592,TMEM38B,UP
1348,223608_at,1.190440353,5.104672779,5.22184415,4.46E-07,8.38E-06,5.928534731,EFCAB2,UP
1349,222158_s_at,1.002102134,8.058655997,5.221194562,4.47E-07,8.40E-06,5.92558716,DESI2,UP
1350,205034_at,1.764484439,6.364902002,5.220256471,4.49E-07,8.44E-06,5.921330969,CCNE2,UP
1351,205656_at,1.074914141,7.314277914,5.219666853,4.50E-07,8.45E-06,5.918656124,PCDH17,UP
1352,213988_s_at,-1.03341524,10.86792202,-5.219693203,4.50E-07,8.45E-06,5.918775653,SAT1,DOWN
1353,220773_s_at,-1.28895063,6.958391494,-5.219473756,4.51E-07,8.45E-06,5.917780171,GPHN,DOWN
1354,201041_s_at,-1.426578488,11.23414726,-5.21193399,4.67E-07,8.72E-06,5.883596498,DUSP1,DOWN
1355,235177_at,1.112042757,6.434252427,5.209534,4.73E-07,8.80E-06,5.872723286,METTL21A,UP
1356,208078_s_at,-1.662761118,9.251085761,-5.207714213,4.77E-07,8.87E-06,5.864481224,ZEB1,DOWN
1357,208078_s_at,-1.662761118,9.251085761,-5.207714213,4.77E-07,8.87E-06,5.864481224,SIK1,DOWN
1358,208078_s_at,-1.662761118,9.251085761,-5.207714213,4.77E-07,8.87E-06,5.864481224,LOC102724428,DOWN
1359,206074_s_at,1.265685322,8.461057945,5.206962636,4.78E-07,8.90E-06,5.861077863,HMGA1,UP
1360,236223_s_at,1.2011206,4.755072209,5.205489317,4.82E-07,8.95E-06,5.854407318,RIT1,UP
1361,214949_at,1.199837365,7.209512351,5.205308266,4.82E-07,8.95E-06,5.8535877,NA,UP
1362,214621_at,-3.003721213,8.144913843,-5.203288798,4.87E-07,9.04E-06,5.844446991,GYS2,DOWN
1363,210653_s_at,-1.423217248,6.860289236,-5.200827953,4.92E-07,9.11E-06,5.833312101,BCKDHB,DOWN
1364,209891_at,1.418751241,4.612835839,5.194452065,5.08E-07,9.34E-06,5.80448087,SPC25,UP
1365,202666_s_at,1.002885297,7.541805831,5.193055609,5.11E-07,9.39E-06,5.798169784,ACTL6A,UP
1366,213186_at,1.012478835,6.542855881,5.190622983,5.17E-07,9.48E-06,5.787178939,DZIP3,UP
1367,209236_at,-1.301680478,7.93995421,-5.18136068,5.40E-07,9.84E-06,5.745366631,SLC23A2,DOWN
1368,1552619_a_at,1.538786036,5.20167961,5.180416926,5.42E-07,9.87E-06,5.74110947,ANLN,UP
1369,228793_at,-1.413722572,5.928447923,-5.180469664,5.42E-07,9.87E-06,5.741347352,JMJD1C,DOWN
1370,206632_s_at,2.087441012,5.755185188,5.178281832,5.48E-07,9.95E-06,5.731480484,APOBEC3B,UP
1371,221558_s_at,1.923199,6.45168912,5.176931309,5.51E-07,1.00E-05,5.725391364,LEF1,UP
1372,207201_s_at,-3.745673699,8.568682859,-5.174650654,5.57E-07,1.01E-05,5.715111272,SLC22A1,DOWN
1373,217127_at,-2.258766148,9.458549492,-5.174454546,5.58E-07,1.01E-05,5.714227475,CTH,DOWN
1374,200730_s_at,-1.307725559,10.1921939,-5.172045416,5.64E-07,1.02E-05,5.70337232,PTP4A1,DOWN
1375,226534_at,1.4034752,7.186017703,5.170716462,5.68E-07,1.02E-05,5.697385911,KITLG,UP
1376,210959_s_at,-1.565927312,7.448871445,-5.169856049,5.70E-07,1.03E-05,5.693510714,SRD5A1,DOWN
1377,213626_at,-1.164279352,8.485670389,-5.168779626,5.73E-07,1.03E-05,5.688663319,CBR4,DOWN
1378,202635_s_at,1.033107782,9.240864502,5.168484376,5.74E-07,1.03E-05,5.687333875,POLR2K,UP
1379,212486_s_at,-1.127588961,5.324279773,-5.168227029,5.74E-07,1.03E-05,5.686175139,FYN,DOWN
1380,226350_at,1.971431555,7.534917897,5.166653193,5.79E-07,1.04E-05,5.679089732,CHML,UP
1381,217047_s_at,-1.807874303,8.238952676,-5.166214632,5.80E-07,1.04E-05,5.677115623,FAM13A,DOWN
1382,1556064_at,1.006182198,5.127613501,5.165271085,5.83E-07,1.04E-05,5.672868834,NA,UP
1383,1558549_s_at,-2.488973259,7.750917249,-5.165111498,5.83E-07,1.04E-05,5.672150608,VNN1,DOWN
1384,223556_at,1.371624634,5.05890461,5.164531179,5.85E-07,1.05E-05,5.669539017,HELLS,UP
1385,221677_s_at,1.116399061,6.940085087,5.163903048,5.86E-07,1.05E-05,5.666712513,DONSON,UP
1386,208708_x_at,-1.010483995,9.050282945,-5.16172044,5.92E-07,1.06E-05,5.656893092,EIF5,DOWN
1387,218757_s_at,1.023669703,7.124133719,5.160777162,5.95E-07,1.06E-05,5.652650318,UPF3B,UP
1388,226980_at,1.690823814,4.81785271,5.159428411,5.99E-07,1.07E-05,5.646584784,DEPDC1B,UP
1389,202769_at,1.072276949,8.062036987,5.159180284,5.99E-07,1.07E-05,5.645469053,CCNG2,UP
1390,238967_at,-1.52597464,6.942957795,-5.158948236,6.00E-07,1.07E-05,5.644425659,NA,DOWN
1391,231841_s_at,1.302722967,4.492104106,5.158509271,6.01E-07,1.07E-05,5.642451967,JCAD,UP
1392,209515_s_at,-1.285052483,8.686792093,-5.157253757,6.05E-07,1.07E-05,5.636807583,RAB27A,DOWN
1393,222705_s_at,-1.52302644,7.327346471,-5.154242539,6.14E-07,1.09E-05,5.623274374,SLC25A15,DOWN
1394,217196_s_at,1.205678643,6.431676411,5.152618628,6.18E-07,1.09E-05,5.615978586,CAMSAP2,UP
1395,1562863_at,-1.187266219,4.770020131,-5.151987578,6.20E-07,1.10E-05,5.613143918,NA,DOWN
1396,225919_s_at,-1.109831072,6.420373772,-5.15120156,6.22E-07,1.10E-05,5.60961351,C9orf72,DOWN
1397,1554980_a_at,-1.058670877,6.648968769,-5.150350791,6.25E-07,1.10E-05,5.60579273,ATF3,DOWN
1398,202310_s_at,2.418281417,8.180232113,5.15034798,6.25E-07,1.10E-05,5.605780108,COL1A1,UP
1399,221922_at,1.234862646,5.618835443,5.150441487,6.25E-07,1.10E-05,5.60620002,GPSM2,UP
1400,214829_at,-2.038912806,6.401998978,-5.143841936,6.44E-07,1.13E-05,5.576577542,AASS,DOWN
1401,209644_x_at,1.20388261,7.157629723,5.139078355,6.59E-07,1.15E-05,5.555213874,CDKN2A,UP
1402,238022_at,1.778053437,5.045274242,5.132393112,6.80E-07,1.18E-05,5.525257371,CRNDE,UP
1403,201743_at,-1.571712624,10.46078497,-5.131651409,6.82E-07,1.19E-05,5.521935636,CD14,DOWN
1404,202786_at,2.101427287,6.09148909,5.130971265,6.84E-07,1.19E-05,5.518889916,STK39,UP
1405,232584_at,-1.765486688,5.929466337,-5.124181042,7.07E-07,1.22E-05,5.48849983,NA,DOWN
1406,229241_at,-1.330864132,6.715565532,-5.12211818,7.13E-07,1.23E-05,5.479273428,LDHD,DOWN
1407,209628_at,1.011482806,8.226619501,5.120154544,7.20E-07,1.24E-05,5.47049346,NXT2,UP
1408,63825_at,-1.195512696,9.35334206,-5.117977646,7.27E-07,1.25E-05,5.46076294,ABHD2,DOWN
1409,201599_at,-2.454220553,8.971071169,-5.115935423,7.34E-07,1.26E-05,5.451637273,OAT,DOWN
1410,219543_at,-1.937703564,10.17070088,-5.115946989,7.34E-07,1.26E-05,5.451688949,PBLD,DOWN
1411,1559910_at,-1.415015387,6.64415062,-5.115864566,7.35E-07,1.26E-05,5.451320697,NA,DOWN
1412,206085_s_at,-2.222094456,7.927592507,-5.114646063,7.39E-07,1.27E-05,5.445877202,CTH,DOWN
1413,229229_at,-1.759615268,8.166748657,-5.113173056,7.44E-07,1.27E-05,5.439298069,AGXT2,DOWN
1414,205442_at,-2.414935382,7.663889151,-5.109961497,7.55E-07,1.29E-05,5.424958761,MFAP3L,DOWN
1415,229305_at,1.115836802,4.365026017,5.109813746,7.56E-07,1.29E-05,5.424299232,CENPU,UP
1416,209087_x_at,1.122761589,6.894351626,5.109358521,7.57E-07,1.29E-05,5.422267297,MCAM,UP
1417,226084_at,1.606448035,6.981464263,5.109402387,7.57E-07,1.29E-05,5.422463092,MAP1B,UP
1418,216661_x_at,-2.34285364,10.34042441,-5.10842568,7.61E-07,1.30E-05,5.418103917,CYP2C9,DOWN
1419,242750_at,-1.32069552,7.442040218,-5.107944534,7.62E-07,1.30E-05,5.415956732,MMAA,DOWN
1420,206115_at,-1.142422491,4.841063837,-5.10473119,7.74E-07,1.32E-05,5.401620666,EGR3,DOWN
1421,235405_at,1.204043559,5.469048864,5.103421515,7.79E-07,1.32E-05,5.395779637,GSTA4,UP
1422,203228_at,1.193503379,7.452438652,5.101998244,7.84E-07,1.33E-05,5.389433277,PAFAH1B3,UP
1423,225258_at,1.126704201,7.749744981,5.09921892,7.94E-07,1.35E-05,5.377044189,FBLIM1,UP
1424,216942_s_at,1.267418014,6.605109086,5.098522806,7.97E-07,1.35E-05,5.373942003,CD58,UP
1425,231671_at,-1.16524348,7.76699478,-5.095325748,8.09E-07,1.37E-05,5.359698696,FGA,DOWN
1426,222083_at,-2.713178668,8.956664385,-5.094231806,8.13E-07,1.37E-05,5.354826609,GLYAT,DOWN
1427,205384_at,-2.239317595,8.805184222,-5.093730578,8.15E-07,1.38E-05,5.352594558,FXYD1,DOWN
1428,210751_s_at,-1.468416919,10.10483709,-5.092933409,8.18E-07,1.38E-05,5.349044982,RGN,DOWN
1429,201896_s_at,1.064176059,5.493386762,5.091903909,8.22E-07,1.39E-05,5.344461528,PSRC1,UP
1430,201693_s_at,-2.121505433,7.50640165,-5.091107945,8.25E-07,1.39E-05,5.340918285,EGR1,DOWN
1431,218843_at,-1.131521003,7.973711179,-5.090610932,8.27E-07,1.39E-05,5.338706047,FNDC4,DOWN
1432,226483_at,1.117690892,6.409828914,5.089464113,8.31E-07,1.40E-05,5.3336021,TMEM68,UP
1433,200052_s_at,1.060666152,9.442330802,5.087781837,8.38E-07,1.41E-05,5.32611668,ILF2,UP
1434,206417_at,-1.404431794,6.854518639,-5.087347481,8.39E-07,1.41E-05,5.324184285,CNGA1,DOWN
1435,52940_at,-1.209302907,8.751775431,-5.08739791,8.39E-07,1.41E-05,5.324408631,SIGIRR,DOWN
1436,1558027_s_at,1.092891661,8.213281438,5.086759069,8.42E-07,1.41E-05,5.321566719,PRKAB2,UP
1437,208367_x_at,-2.997671486,10.31687394,-5.084348967,8.51E-07,1.42E-05,5.31084773,CYP3A4,DOWN
1438,230931_at,-2.289870953,9.733113398,-5.082750119,8.57E-07,1.43E-05,5.303738956,PLG,DOWN
1439,217738_at,-1.432811342,9.564354977,-5.081951903,8.61E-07,1.44E-05,5.300190582,NAMPT,DOWN
1440,204521_at,1.238618913,6.542747982,5.081695761,8.62E-07,1.44E-05,5.299052028,FAM216A,UP
1441,244026_at,-2.062275944,7.24553795,-5.080526536,8.66E-07,1.44E-05,5.29385535,NA,DOWN
1442,1555618_s_at,1.313942377,7.81547023,5.079082167,8.72E-07,1.45E-05,5.287437043,SAE1,UP
1443,242546_at,1.267703392,5.395068375,5.078359225,8.75E-07,1.46E-05,5.28422505,DUXAP8,UP
1444,202973_x_at,-1.929925206,8.670277755,-5.07812693,8.76E-07,1.46E-05,5.28319305,FAM13A,DOWN
1445,231183_s_at,1.382221977,5.205867084,5.076842228,8.81E-07,1.46E-05,5.277486249,SLX4IP,UP
1446,202309_at,-1.2491679,10.69034546,-5.073273452,8.96E-07,1.48E-05,5.261639125,MTHFD1,DOWN
1447,218921_at,-1.148199587,7.612078328,-5.068609748,9.16E-07,1.51E-05,5.240942857,SIGIRR,DOWN
1448,210680_s_at,-1.276606698,6.416835625,-5.06661793,9.24E-07,1.52E-05,5.232108154,MASP1,DOWN
1449,219277_s_at,-1.893621659,8.157121596,-5.065735138,9.28E-07,1.53E-05,5.228193384,OGDHL,DOWN
1450,217785_s_at,1.004773966,5.901077522,5.065290153,9.30E-07,1.53E-05,5.226220281,YKT6,UP
1451,242093_at,-1.154934488,4.941039986,-5.059720082,9.54E-07,1.57E-05,5.20153335,SYTL5,DOWN
1452,205741_s_at,1.442568705,5.670641837,5.056524083,9.69E-07,1.59E-05,5.18737788,DTNA,UP
1453,221928_at,-1.249963462,8.202270769,-5.05324582,9.83E-07,1.61E-05,5.172865187,ACACB,DOWN
1454,225792_at,-1.115075308,8.638055532,-5.052041414,9.89E-07,1.61E-05,5.167535162,HOOK1,DOWN
1455,238531_x_at,1.925891941,6.868846351,5.052000783,9.89E-07,1.61E-05,5.167355369,NA,UP
1456,204057_at,-1.120440201,7.841872611,-5.051765236,9.90E-07,1.61E-05,5.166313091,IRF8,DOWN
1457,212563_at,1.324996871,7.197869559,5.04999662,9.98E-07,1.62E-05,5.158488291,BOP1,UP
1458,204483_at,-1.865688116,6.88245936,-5.049494418,1.00E-06,1.63E-05,5.156266807,ENO3,DOWN
1459,226745_at,-1.279281761,8.8485022,-5.049357873,1.00E-06,1.63E-05,5.155662832,KLKB1,DOWN
1460,226745_at,-1.279281761,8.8485022,-5.049357873,1.00E-06,1.63E-05,5.155662832,CYP4V2,DOWN
1461,227697_at,-1.818020286,6.818641676,-5.048075905,1.01E-06,1.63E-05,5.149992949,SOCS3,DOWN
1462,238629_x_at,1.725780376,6.602688103,5.047062892,1.01E-06,1.64E-05,5.145513381,NA,UP
1463,225904_at,1.061389618,7.225301982,5.043612977,1.03E-06,1.66E-05,5.130262968,CCSAP,UP
1464,240038_at,-2.03789466,7.157385663,-5.043220985,1.03E-06,1.67E-05,5.128530665,NA,DOWN
1465,223319_at,-1.08950433,7.837644041,-5.041716848,1.04E-06,1.68E-05,5.121884504,GPHN,DOWN
1466,202465_at,-1.517950349,8.024148609,-5.041441559,1.04E-06,1.68E-05,5.120668283,PCOLCE,DOWN
