,ProbeID,logFC,AveExpr,t,P.Value,adj.P.Val,B,SYMBOL,diffexpressed
1,216058_s_at,-3.984491935,6.170314245,-19.8972271,3.83E-49,2.09E-44,99.80516837,CYP2C19,DOWN
2,207995_s_at,-3.607256238,4.269647494,-19.50415329,5.29E-48,1.44E-43,97.28304721,CLEC4M,DOWN
3,210481_s_at,-2.810974784,4.053635919,-17.79678364,5.73E-43,1.04E-38,86.11727156,CLEC4M,DOWN
4,1559065_a_at,-3.960716319,4.421944222,-15.3408412,1.55E-35,2.12E-31,69.55855477,CLEC4G,DOWN
5,1559577_at,-2.045456833,3.727419831,-15.10794004,8.02E-35,8.76E-31,67.96623665,FCN2,DOWN
6,207804_s_at,-4.388597901,4.447267146,-14.91944267,3.03E-34,2.76E-30,66.67563309,FCN2,DOWN
7,212554_at,3.552159838,8.176061326,14.87534872,4.14E-34,3.23E-30,66.37351222,CAP2,UP
8,212551_at,3.466856975,8.783085777,14.37136781,1.46E-32,9.96E-29,62.91550178,CAP2,UP
9,207330_at,-3.371248803,6.562981834,-14.07037982,1.23E-31,7.45E-28,60.84714551,PZP,DOWN
10,220116_at,-4.289172946,4.298169069,-13.88923512,4.42E-31,2.42E-27,59.6016877,KCNN2,DOWN
11,220496_at,-3.925478765,4.693500493,-13.84094362,6.22E-31,3.09E-27,59.26961276,CLEC1B,DOWN
12,1559573_at,-5.375103809,5.325996745,-13.34264572,2.11E-29,9.61E-26,55.84316837,LINC01093,DOWN
13,220114_s_at,-1.878448192,4.702498764,-13.25516086,3.92E-29,1.65E-25,55.24182671,STAB2,DOWN
14,222484_s_at,-4.457070008,5.039059836,-12.99807267,2.41E-28,9.40E-25,53.47560173,CXCL14,DOWN
15,209365_s_at,-2.370632052,7.063086149,-12.890084,5.16E-28,1.88E-24,52.73424279,ECM1,DOWN
16,1570228_at,-2.479623975,3.683754262,-12.54280536,5.97E-27,2.04E-23,50.35311611,CFHR3,DOWN
17,210233_at,-4.114259081,6.845612564,-12.50001747,8.06E-27,2.59E-23,50.06012072,IL1RAP,DOWN
18,230425_at,-2.028968707,3.637396539,-12.49007785,8.65E-27,2.62E-23,49.99207155,EPHB1,DOWN
19,1553722_s_at,-1.462587854,4.243517696,-12.47768008,9.44E-27,2.71E-23,49.90720066,RNF152,DOWN
20,202768_at,-3.731095169,6.878764933,-12.46234585,1.05E-26,2.87E-23,49.80223916,FOSB,DOWN
21,1557225_at,-1.587249488,4.968923272,-12.38847029,1.77E-26,4.60E-23,49.29674988,ASPG,DOWN
22,243146_at,-2.691479805,3.996697366,-12.17916376,7.68E-26,1.91E-22,47.86637199,ADRA1A,DOWN
23,1557226_a_at,-1.547746059,6.411820862,-12.10463123,1.30E-25,3.08E-22,47.35772803,ASPG,DOWN
24,214349_at,-1.819843792,5.723110309,-12.00953723,2.52E-25,5.74E-22,46.70935247,NA,DOWN
25,218002_s_at,-3.690058795,4.587551808,-11.83624517,8.47E-25,1.85E-21,45.52964298,CXCL14,DOWN
26,236576_at,-1.794109537,3.80951027,-11.74210565,1.63E-24,3.43E-21,44.88985454,CTNNA3,DOWN
27,230478_at,-3.835627901,5.36965885,-11.52698419,7.31E-24,1.43E-20,43.43100294,OIT3,DOWN
28,204159_at,2.817547381,7.646214904,11.36912244,2.19E-23,3.98E-20,42.36351162,CDKN2C,UP
29,215712_s_at,-2.442872208,6.027142692,-11.37315136,2.13E-23,3.98E-20,42.39072154,IGFALS,DOWN
30,202963_at,2.268751956,8.099605489,11.30806335,3.34E-23,5.88E-20,41.95136806,RFX5,UP
31,218039_at,3.204325788,8.059010932,11.2024973,6.94E-23,1.18E-19,41.23985036,NUSAP1,UP
32,205984_at,-3.916306837,4.82726252,-11.09265633,1.48E-22,2.45E-19,40.50099035,CRHBP,DOWN
33,222077_s_at,3.126124961,7.515765565,11.06744278,1.76E-22,2.83E-19,40.33160819,RACGAP1,UP
34,205911_at,-1.041228421,5.913783258,-11.05959431,1.86E-22,2.90E-19,40.27890005,PTH1R,DOWN
35,223699_at,-4.834947424,5.740243391,-10.98773587,3.05E-22,4.63E-19,39.79670445,CNDP1,DOWN
36,211492_s_at,-1.307620408,3.884457654,-10.9186045,4.91E-22,7.25E-19,39.33347924,ADRA1A,DOWN
37,211489_at,-2.759149255,5.637333179,-10.91227371,5.13E-22,7.37E-19,39.29109247,ADRA1A,DOWN
38,201841_s_at,2.025311544,11.34569474,10.82394389,9.41E-22,1.32E-18,38.70029788,HSPB1,UP
39,1568765_at,-3.302987839,5.182882289,-10.70531159,2.12E-21,2.90E-18,37.90865402,SERPINE1,DOWN
40,230135_at,-2.657221932,4.095335519,-10.67107607,2.68E-21,3.57E-18,37.68060116,HHIP,DOWN
41,206732_at,-1.907128028,3.598324497,-10.64651309,3.17E-21,4.12E-18,37.5170942,SLITRK3,DOWN
42,232072_at,-1.086318122,4.434189321,-10.58280622,4.90E-21,6.22E-18,37.09347301,NAAA,DOWN
43,207526_s_at,-1.516124472,4.126807119,-10.48001946,9.87E-21,1.22E-17,36.41140337,IL1RL1,DOWN
44,1561886_a_at,-2.642467475,4.269262089,-10.40900581,1.60E-20,1.90E-17,35.94122677,NA,DOWN
45,1558489_at,-1.27847557,3.184731001,-10.38406475,1.89E-20,2.15E-17,35.77630353,NA,DOWN
46,225557_at,-1.994553459,7.127131274,-10.38606312,1.87E-20,2.15E-17,35.78951367,CSRNP1,DOWN
47,228323_at,2.559866939,7.699019754,10.36091401,2.22E-20,2.47E-17,35.62331792,KNL1,UP
48,205866_at,-4.025631269,7.039050713,-10.32565567,2.81E-20,3.07E-17,35.39050794,FCN3,DOWN
49,240156_at,-1.434528389,4.179444974,-10.32256091,2.87E-20,3.08E-17,35.37008414,NA,DOWN
50,229567_at,-1.251273806,4.527310688,-10.31079824,3.11E-20,3.27E-17,35.29247241,FITM1,DOWN
51,205819_at,-2.285671833,5.799651544,-10.2794294,3.85E-20,3.97E-17,35.08562083,MARCO,DOWN
52,204301_at,-2.763524971,5.327844008,-10.27638471,3.93E-20,3.97E-17,35.06555333,KBTBD11,DOWN
53,205019_s_at,-1.483234466,6.415027151,-10.27211434,4.04E-20,4.02E-17,35.03741021,VIPR1,DOWN
54,206424_at,-3.186506448,5.811355787,-10.26936581,4.12E-20,4.02E-17,35.01929838,CYP26A1,DOWN
55,217133_x_at,-2.362061616,6.71099248,-10.17754097,7.66E-20,7.22E-17,34.41502217,CYP2B6,DOWN
56,1569203_at,-2.217194983,5.003990642,-10.07169479,1.56E-19,1.42E-16,33.72049685,CXCL2,DOWN
57,221529_s_at,2.255169861,8.061129244,10.0726263,1.55E-19,1.42E-16,33.72659938,PLVAP,UP
58,1553296_at,-2.722399982,4.922740089,-10.0392243,1.95E-19,1.74E-16,33.50788341,ADGRG7,DOWN
59,209268_at,1.609053949,7.93227678,10.0176542,2.25E-19,1.98E-16,33.36676283,VPS45,UP
60,223593_at,-2.347619178,6.333687405,-10.01470566,2.29E-19,1.99E-16,33.34747962,AADAT,DOWN
61,241255_at,-1.991593326,4.131566571,-9.927959695,4.10E-19,3.50E-16,32.78097331,CTNNA3,DOWN
62,1563658_a_at,-1.21225432,4.377569845,-9.877132086,5.77E-19,4.84E-16,32.44977236,SYT9,DOWN
63,1553513_at,-1.075856854,3.409745187,-9.842370176,7.27E-19,6.02E-16,32.22357754,VNN3P,DOWN
64,203213_at,3.390800605,7.679066062,9.839839847,7.40E-19,6.03E-16,32.207123,CDK1,UP
65,1556451_at,-1.213137516,4.542119335,-9.777707304,1.12E-18,8.85E-16,31.80352042,NA,DOWN
66,219918_s_at,3.964296485,7.714518023,9.77579125,1.13E-18,8.85E-16,31.79108762,ASPM,UP
67,219059_s_at,-2.312796651,5.66310742,-9.756193952,1.29E-18,9.94E-16,31.66397273,LYVE1,DOWN
68,209773_s_at,3.429849437,8.383550376,9.73790586,1.46E-18,1.11E-15,31.5454275,RRM2,UP
69,200855_at,-1.320276951,6.263259305,-9.710370825,1.75E-18,1.31E-15,31.36708525,NCOR1,DOWN
70,204026_s_at,2.902715121,7.934597554,9.668465214,2.32E-18,1.65E-15,31.095998,ZWINT,UP
71,241298_x_at,-1.700706021,4.174354627,-9.667636688,2.33E-18,1.65E-15,31.09064234,NA,DOWN
72,209470_s_at,-2.497366778,4.054750185,-9.63625863,2.87E-18,2.00E-15,30.88792925,GPM6A,DOWN
73,233645_s_at,-1.234315372,7.23231785,-9.634915215,2.89E-18,2.00E-15,30.87925545,C1RL,DOWN
74,205890_s_at,3.845513449,11.31703571,9.615790133,3.28E-18,2.19E-15,30.75581951,UBD,UP
75,205890_s_at,3.845513449,11.31703571,9.615790133,3.28E-18,2.19E-15,30.75581951,GABBR1,UP
76,207584_at,-3.637057401,6.824578904,-9.618437732,3.23E-18,2.19E-15,30.77290237,LPA,DOWN
77,202670_at,-1.371605911,8.642200067,-9.606021139,3.50E-18,2.31E-15,30.69280223,MAP2K1,DOWN
78,210524_x_at,-3.409949472,8.290672444,-9.600056922,3.64E-18,2.37E-15,30.65433967,NA,DOWN
79,218585_s_at,3.329843634,6.89888259,9.579723181,4.17E-18,2.68E-15,30.52327297,DTL,UP
80,39249_at,-1.256289982,6.929375764,-9.539691385,5.43E-18,3.37E-15,30.26552532,AQP3,DOWN
81,210909_x_at,-1.660509971,5.051922172,-9.534192399,5.64E-18,3.42E-15,30.23014979,LPAL2,DOWN
82,218252_at,2.310981574,6.624613938,9.535457914,5.59E-18,3.42E-15,30.23829032,CKAP2,UP
83,207609_s_at,-3.843435499,6.436322757,-9.522312981,6.10E-18,3.66E-15,30.15375323,CYP1A2,DOWN
84,241200_x_at,-1.099457157,3.576091048,-9.516354555,6.34E-18,3.76E-15,30.11544747,NA,DOWN
85,225068_at,1.367249214,8.654675472,9.486468553,7.72E-18,4.44E-15,29.92344572,KLHL12,UP
86,201451_x_at,-1.435245977,5.260678871,-9.483724491,7.86E-18,4.47E-15,29.90582753,RHEB,DOWN
87,220112_at,-1.021861601,3.777686465,-9.472281582,8.48E-18,4.73E-15,29.83237853,ANKRD55,DOWN
88,200856_x_at,-1.552502701,6.846522563,-9.470205513,8.60E-18,4.74E-15,29.81905625,NCOR1,DOWN
89,207165_at,3.115020453,7.431311393,9.467379182,8.76E-18,4.78E-15,29.8009212,HMMR,UP
90,206251_s_at,-1.623480789,3.491299171,-9.464520154,8.92E-18,4.83E-15,29.78257835,AVPR1A,DOWN
91,232978_at,-2.56575227,5.157630434,-9.452797322,9.64E-18,5.16E-15,29.7073886,NA,DOWN
92,225799_at,2.737017402,8.805483204,9.43322642,1.10E-17,5.76E-15,29.58193769,CYTOR,UP
93,225799_at,2.737017402,8.805483204,9.43322642,1.10E-17,5.76E-15,29.58193769,MIR4435-2HG,UP
94,220070_at,-1.881810934,6.11593822,-9.403413541,1.33E-17,6.94E-15,29.39101898,KDM8,DOWN
95,207420_at,-1.551870697,4.309326016,-9.390550657,1.45E-17,7.48E-15,29.30871542,COLEC10,DOWN
96,211610_at,-1.206537722,5.908825477,-9.38545392,1.50E-17,7.66E-15,29.27611537,KLF6,DOWN
97,209787_s_at,1.360964515,8.835444694,9.356469669,1.82E-17,9.18E-15,29.0908501,HMGN4,UP
98,204289_at,-2.182931241,4.58258183,-9.334948039,2.09E-17,1.05E-14,28.95342433,ALDH6A1,DOWN
99,225401_at,1.833365544,9.281754468,9.322188695,2.27E-17,1.13E-14,28.87200619,GLMP,UP
100,201890_at,3.465403967,8.512042881,9.311899243,2.43E-17,1.20E-14,28.80637923,RRM2,UP
101,242784_at,-1.214893991,3.878394292,-9.252396992,3.59E-17,1.74E-14,28.4274107,NA,DOWN
102,208079_s_at,2.883704848,7.409013101,9.248489664,3.68E-17,1.76E-14,28.40255757,AURKA,UP
103,232449_at,-3.470597981,6.345889214,-9.245760744,3.75E-17,1.78E-14,28.38520228,BCO2,DOWN
104,230707_at,-2.647853905,6.371997363,-9.222293014,4.37E-17,2.06E-14,28.23603459,SORL1,DOWN
105,206030_at,-2.625186855,5.33609968,-9.178825097,5.80E-17,2.71E-14,27.96012892,ASPA,DOWN
106,220346_at,-1.421773915,4.309293753,-9.167587663,6.24E-17,2.89E-14,27.88888394,MTHFD2L,DOWN
107,218883_s_at,2.974225696,7.288195064,9.163451325,6.42E-17,2.94E-14,27.86266831,CENPU,UP
108,201714_at,1.718382121,8.120405929,9.149616493,7.02E-17,3.19E-14,27.77501856,TUBG1,UP
109,220367_s_at,1.125106138,7.09502469,9.13451389,7.74E-17,3.50E-14,27.67939655,SAP130,UP
110,222593_s_at,1.811666113,7.248845089,9.130672113,7.94E-17,3.55E-14,27.65508234,SPATS2,UP
111,200788_s_at,1.446703896,9.747587226,9.123566298,8.32E-17,3.69E-14,27.61012103,PEA15,UP
112,222433_at,2.52610792,9.482018347,9.114621039,8.81E-17,3.85E-14,27.55354059,ENAH,UP
113,217820_s_at,2.859540852,7.892382411,9.107422504,9.24E-17,3.97E-14,27.50802452,ENAH,UP
114,218324_s_at,1.845886736,6.375884268,9.108420792,9.18E-17,3.97E-14,27.5143358,SPATS2,UP
115,237350_at,-3.652159256,7.473984873,-9.100718734,9.65E-17,4.12E-14,27.46564971,TTC36,DOWN
116,206252_s_at,-1.678929897,4.65664573,-9.087087261,1.05E-16,4.46E-14,27.379523,AVPR1A,DOWN
117,220037_s_at,-2.3557127,3.876335236,-9.080487168,1.10E-16,4.62E-14,27.33784068,LYVE1,DOWN
118,1553984_s_at,1.601474399,8.271042647,9.069589819,1.18E-16,4.92E-14,27.26904599,DTYMK,UP
119,202503_s_at,2.958085309,8.643451515,9.051397866,1.33E-16,5.46E-14,27.15427465,PCLAF,UP
120,223844_at,-1.147014468,5.678081623,-9.000307679,1.85E-16,7.54E-14,26.83245048,ADAMTS13,DOWN
121,200882_s_at,1.40477655,10.85521722,8.945232169,2.64E-16,1.06E-13,26.48635679,PSMD4,UP
122,201128_s_at,1.586782555,9.995367843,8.944649815,2.65E-16,1.06E-13,26.48270196,ACLY,UP
123,1558693_s_at,1.868035597,8.709106603,8.908144657,3.35E-16,1.32E-13,26.25379422,GLMP,UP
124,210077_s_at,-1.107888633,4.69978144,-8.908229921,3.35E-16,1.32E-13,26.25432842,SRSF5,DOWN
125,224486_s_at,1.041836105,6.989599084,8.902748294,3.47E-16,1.35E-13,26.21998906,CDIN1,UP
126,235102_x_at,-1.457388295,3.977028942,-8.895425047,3.64E-16,1.41E-13,26.17412673,SNORD3B-1,DOWN
127,235102_x_at,-1.457388295,3.977028942,-8.895425047,3.64E-16,1.41E-13,26.17412673,SNORD3A,DOWN
128,235102_x_at,-1.457388295,3.977028942,-8.895425047,3.64E-16,1.41E-13,26.17412673,SNORD3B-2,DOWN
129,235102_x_at,-1.457388295,3.977028942,-8.895425047,3.64E-16,1.41E-13,26.17412673,SNORD3C,DOWN
130,204428_s_at,-3.359359025,7.264323626,-8.889968338,3.77E-16,1.45E-13,26.13996399,LCAT,DOWN
131,206380_s_at,-1.793803137,5.679032083,-8.888332759,3.81E-16,1.45E-13,26.12972585,CFP,DOWN
132,211980_at,2.290507083,9.806065313,8.875754336,4.13E-16,1.57E-13,26.05101582,COL4A1,UP
133,204762_s_at,-1.052221427,4.050663237,-8.867093616,4.37E-16,1.64E-13,25.99684819,GNAO1,DOWN
134,213629_x_at,-3.770939864,9.208205156,-8.862848907,4.49E-16,1.68E-13,25.97030819,MT1F,DOWN
135,220107_s_at,-1.168079989,6.207254652,-8.8563604,4.68E-16,1.74E-13,25.92974923,ZC2HC1C,DOWN
136,212051_at,1.195353268,7.881922567,8.848069823,4.93E-16,1.81E-13,25.87794395,WIPF2,UP
137,202261_at,1.235351184,8.626056735,8.812391685,6.20E-16,2.23E-13,25.65523681,VPS72,UP
138,218009_s_at,2.895714755,7.311211631,8.812075637,6.21E-16,2.23E-13,25.65326571,PRC1,UP
139,221685_s_at,1.671063136,6.352717484,8.790876192,7.12E-16,2.54E-13,25.52111977,SPDL1,UP
140,202326_at,1.404003317,7.357845275,8.779686065,7.65E-16,2.71E-13,25.45142145,EHMT2,UP
141,205249_at,-2.207044516,6.165439277,-8.76088702,8.62E-16,3.04E-13,25.33441639,EGR2,DOWN
142,206102_at,2.987069141,6.695126116,8.747061473,9.42E-16,3.30E-13,25.24843528,GINS1,UP
143,228191_at,2.347464732,7.984978161,8.743383925,9.65E-16,3.36E-13,25.22557447,FLVCR1,UP
144,225585_at,1.868170484,8.526898864,8.737820664,9.99E-16,3.45E-13,25.19099937,RAP2A,UP
145,226059_at,1.930127173,7.646332877,8.731035807,1.04E-15,3.56E-13,25.14884509,TOMM40L,UP
146,227771_at,-1.871467205,5.531835755,-8.730108699,1.05E-15,3.56E-13,25.14308607,LIFR,DOWN
147,225687_at,2.808321495,7.244198176,8.725330144,1.08E-15,3.63E-13,25.11340682,FAM83D,UP
148,203162_s_at,1.083599493,6.736300338,8.717583865,1.14E-15,3.79E-13,25.06531024,KATNB1,UP
149,204162_at,3.000959587,6.138780908,8.713605865,1.17E-15,3.84E-13,25.0406181,NDC80,UP
150,226287_at,2.073711476,6.864874728,8.710674543,1.19E-15,3.89E-13,25.022426,CCDC34,UP
151,227109_at,1.310573935,7.424463526,8.709507004,1.20E-15,3.89E-13,25.01518087,CYP2R1,UP
152,215253_s_at,-1.916435015,6.865009409,-8.702047714,1.26E-15,4.06E-13,24.96890247,RCAN1,DOWN
153,244562_s_at,-3.219250122,6.337864737,-8.677384456,1.47E-15,4.72E-13,24.81601181,NA,DOWN
154,210589_s_at,1.591930648,8.827095479,8.674975652,1.49E-15,4.77E-13,24.80108952,GBA1LP,UP
155,218350_s_at,2.280176647,9.385556267,8.661402772,1.63E-15,5.14E-13,24.71704095,GMNN,UP
156,1558603_at,-2.326361474,5.126846669,-8.657554943,1.67E-15,5.23E-13,24.69322423,PLGLB2,DOWN
157,209160_at,1.803738258,12.50528408,8.654872989,1.70E-15,5.29E-13,24.67662662,AKR1C3,UP
158,212659_s_at,-1.515922591,7.097520762,-8.642209811,1.84E-15,5.70E-13,24.59828963,IL1RN,DOWN
159,220491_at,-5.147384226,7.815463831,-8.633189234,1.95E-15,5.94E-13,24.54251742,HAMP,DOWN
160,201930_at,2.113742166,8.933253071,8.619008657,2.13E-15,6.46E-13,24.45489426,MCM6,UP
161,213194_at,3.820432453,9.323701732,8.610921139,2.24E-15,6.77E-13,24.40494936,ROBO1,UP
162,57163_at,1.163582605,8.384497754,8.608942753,2.27E-15,6.81E-13,24.3927349,ELOVL1,UP
163,201656_at,1.730178662,8.326099352,8.603038147,2.36E-15,7.04E-13,24.3562876,ITGA6,UP
164,214710_s_at,3.034548954,7.239394739,8.597881304,2.44E-15,7.23E-13,24.32446512,CCNB1,UP
165,219787_s_at,2.656032754,6.612685351,8.595172148,2.48E-15,7.32E-13,24.30775054,ECT2,UP
166,202366_at,-1.378938234,7.576135906,-8.567095095,2.96E-15,8.65E-13,24.13466336,ACADS,DOWN
167,214220_s_at,1.185451784,6.283340274,8.553040447,3.24E-15,9.40E-13,24.04811587,ALMS1,UP
168,200857_s_at,-1.464706099,7.857744658,-8.551991679,3.26E-15,9.42E-13,24.0416602,NCOR1,DOWN
169,205449_at,1.496327618,7.80609359,8.549264543,3.32E-15,9.53E-13,24.02487504,SAC3D1,UP
170,203477_at,3.64885912,7.092676461,8.539851767,3.52E-15,1.01E-12,23.96695918,COL15A1,UP
171,229538_s_at,2.07168777,5.843451311,8.533687105,3.66E-15,1.04E-12,23.92904426,IQGAP3,UP
172,201584_s_at,1.555791889,8.936379929,8.528899825,3.77E-15,1.07E-12,23.89960928,DDX39A,UP
173,200787_s_at,1.700382777,8.11137914,8.52744648,3.81E-15,1.07E-12,23.89067475,PEA15,UP
174,217946_s_at,1.445139246,8.598187188,8.513122398,4.17E-15,1.16E-12,23.80265347,SAE1,UP
175,212737_at,1.346885757,9.165115679,8.508966687,4.28E-15,1.18E-12,23.77712927,GM2A,UP
176,218968_s_at,1.063818956,7.859214946,8.508526378,4.29E-15,1.18E-12,23.77442523,ZFP64,UP
177,208370_s_at,-2.226085708,9.174158196,-8.501634679,4.48E-15,1.22E-12,23.73211019,RCAN1,DOWN
178,202579_x_at,1.16332563,8.858661255,8.494638818,4.68E-15,1.27E-12,23.68917155,HMGN4,UP
179,212724_at,-2.322864587,9.330636037,-8.491912087,4.76E-15,1.29E-12,23.67244,RND3,DOWN
180,200783_s_at,1.83583412,7.142286055,8.465960581,5.61E-15,1.50E-12,23.51332136,STMN1,UP
181,226936_at,2.337527444,7.333564745,8.440182447,6.60E-15,1.76E-12,23.35548704,CENPW,UP
182,205913_at,-2.057680835,6.814796767,-8.436055458,6.77E-15,1.80E-12,23.33023891,PLIN1,DOWN
183,223538_at,1.621796364,8.134823664,8.415959681,7.69E-15,2.01E-12,23.20737831,SERF1A,UP
184,223538_at,1.621796364,8.134823664,8.415959681,7.69E-15,2.01E-12,23.20737831,SERF1B,UP
185,230688_at,-1.920923846,4.861457681,-8.408948962,8.03E-15,2.09E-12,23.16454844,NA,DOWN
186,209714_s_at,2.799222817,6.9650822,8.397155902,8.65E-15,2.24E-12,23.09253969,CDKN3,UP
187,223229_at,2.394572901,6.93626224,8.38750485,9.19E-15,2.36E-12,23.03364509,UBE2T,UP
188,228273_at,2.87549111,7.085763901,8.384024302,9.39E-15,2.40E-12,23.01241313,PRR11,UP
189,217546_at,-5.074045585,6.237642893,-8.381820053,9.52E-15,2.42E-12,22.99896894,MT1M,DOWN
190,236699_at,-2.647390103,6.778509298,-8.374858992,9.95E-15,2.52E-12,22.95652277,NA,DOWN
191,203747_at,-1.172292327,6.736959857,-8.370989354,1.02E-14,2.57E-12,22.93293417,AQP3,DOWN
192,209469_at,-2.181735556,4.133897739,-8.368278299,1.04E-14,2.60E-12,22.91641112,GPM6A,DOWN
193,202705_at,2.520167605,7.039450664,8.363919539,1.07E-14,2.66E-12,22.88985105,CCNB2,UP
194,203022_at,1.714843015,7.563095807,8.357192738,1.11E-14,2.75E-12,22.84887407,RNASEH2A,UP
195,209189_at,-3.314720923,7.654736487,-8.356895817,1.11E-14,2.75E-12,22.8470657,FOS,DOWN
196,205227_at,-1.884634529,8.520219094,-8.329204875,1.32E-14,3.21E-12,22.67854952,IL1RAP,DOWN
197,215014_at,-3.162333187,4.323425474,-8.329490579,1.32E-14,3.21E-12,22.68028686,KCND3,DOWN
198,232369_at,-2.595001652,7.404209668,-8.327919081,1.33E-14,3.23E-12,22.67073108,NA,DOWN
199,217286_s_at,1.126844166,8.268749801,8.324606435,1.36E-14,3.26E-12,22.65059073,NDRG3,UP
200,231140_at,-1.408251644,4.639010292,-8.324128577,1.37E-14,3.26E-12,22.64768575,TPPP2,DOWN
201,211609_x_at,1.307589509,10.7623464,8.317698876,1.42E-14,3.36E-12,22.60860607,PSMD4,UP
202,211964_at,2.270251237,9.648477117,8.307905405,1.51E-14,3.52E-12,22.54910885,COL4A2,UP
203,239562_at,-1.629802797,4.95433495,-8.306519869,1.53E-14,3.53E-12,22.54069413,MTHFD2L,DOWN
204,225300_at,1.25142778,7.078743383,8.305111798,1.54E-14,3.55E-12,22.53214323,KNSTRN,UP
205,202185_at,1.128781744,9.82298463,8.296423947,1.63E-14,3.73E-12,22.47939908,PLOD3,UP
206,1568638_a_at,-2.401121753,4.369780681,-8.284770567,1.75E-14,3.99E-12,22.40869229,IDO2,DOWN
207,211231_x_at,-2.718495983,8.906842869,-8.27440522,1.86E-14,4.24E-12,22.34584038,CYP4A11,DOWN
208,205773_at,-2.12710179,6.1108377,-8.270189635,1.91E-14,4.34E-12,22.32028925,CPEB3,DOWN
209,200910_at,1.332863734,10.74942345,8.268202021,1.94E-14,4.37E-12,22.30824425,CCT3,UP
210,239901_at,-1.379762023,5.919680732,-8.2516504,2.15E-14,4.83E-12,22.20799471,NA,DOWN
211,227654_at,-1.51151414,4.850452819,-8.249376335,2.18E-14,4.88E-12,22.19422871,RIPOR3,DOWN
212,201292_at,3.196666221,7.699741966,8.24684544,2.21E-14,4.94E-12,22.17891013,TOP2A,UP
213,214830_at,1.913470158,7.495073415,8.239048931,2.32E-14,5.16E-12,22.13173489,SLC38A6,UP
214,1561336_at,-1.199743931,5.316468723,-8.224554948,2.54E-14,5.58E-12,22.04409145,DNASE1L3,DOWN
215,207608_x_at,-4.551117075,8.319443474,-8.224595987,2.54E-14,5.58E-12,22.0443395,CYP1A2,DOWN
216,214906_x_at,-1.421061812,7.109853041,-8.219797754,2.62E-14,5.70E-12,22.01534143,N4BP2L1,DOWN
217,226181_at,-2.093324736,7.441350551,-8.215041804,2.70E-14,5.83E-12,21.98660695,TUBE1,DOWN
218,227679_at,1.426589857,6.511902036,8.215624235,2.69E-14,5.83E-12,21.99012545,HDAC11,UP
219,201485_s_at,1.45292354,7.880707925,8.204536068,2.88E-14,6.15E-12,21.92316188,RCN2,UP
220,218253_s_at,1.070788075,9.216087068,8.192581835,3.10E-14,6.59E-12,21.85101696,EIF2D,UP
221,201578_at,2.007975934,7.709688756,8.18884079,3.18E-14,6.72E-12,21.82844988,PODXL,UP
222,223461_at,1.408884362,7.685484534,8.176347716,3.43E-14,7.19E-12,21.7531242,TBC1D7,UP
223,202964_s_at,1.112509561,7.350129472,8.172291481,3.52E-14,7.28E-12,21.72867957,RFX5,UP
224,209786_at,1.440453167,8.140078327,8.170102009,3.57E-14,7.29E-12,21.71548732,HMGN4,UP
225,220186_s_at,-1.910048555,6.999373504,-8.171177732,3.54E-14,7.29E-12,21.72196867,CDHR2,DOWN
226,223426_s_at,-1.434771532,6.618504524,-8.170513459,3.56E-14,7.29E-12,21.7179663,EPB41L4B,DOWN
227,223784_at,-3.685110512,5.545768935,-8.169648296,3.58E-14,7.29E-12,21.71275377,CLTRN,DOWN
228,204788_s_at,1.090495649,7.360920491,8.164764287,3.69E-14,7.49E-12,21.68333309,PPOX,UP
229,213043_s_at,1.102380344,7.361061815,8.159220344,3.82E-14,7.72E-12,21.64994743,MED24,UP
230,201956_s_at,1.244948443,9.788692156,8.147745056,4.10E-14,8.26E-12,21.58087832,GNPAT,UP
231,35820_at,1.253352768,8.57818393,8.144093446,4.19E-14,8.42E-12,21.55890946,GM2A,UP
232,206359_at,-1.092714621,5.736854504,-8.142208291,4.24E-14,8.48E-12,21.54756985,SOCS3,DOWN
233,203554_x_at,2.221223033,8.791757875,8.140963789,4.27E-14,8.52E-12,21.5400846,PTTG1,UP
234,204478_s_at,1.087266368,7.407271185,8.126068497,4.69E-14,9.31E-12,21.45053816,RABIF,UP
235,223967_at,-1.507534051,5.630749433,-8.108449102,5.23E-14,1.02E-11,21.34471913,ANGPTL6,DOWN
236,207828_s_at,2.50190014,7.406109707,8.094747304,5.69E-14,1.10E-11,21.2625067,CENPF,UP
237,225571_at,-2.496036143,4.485005919,-8.080272748,6.22E-14,1.19E-11,21.17573225,LIFR,DOWN
238,236067_at,-2.561675982,6.33674123,-8.074578113,6.44E-14,1.23E-11,21.14161418,NA,DOWN
239,201377_at,1.539178036,8.551791954,8.069375194,6.65E-14,1.25E-11,21.11045253,UBAP2L,UP
240,217978_s_at,1.156720499,9.782457537,8.069173693,6.66E-14,1.25E-11,21.10924589,UBE2Q1,UP
241,235642_at,-3.493277736,5.997391379,-8.070286042,6.61E-14,1.25E-11,21.11590713,ADRA1A,DOWN
242,228186_s_at,-2.105707224,4.267401512,-8.067563308,6.72E-14,1.25E-11,21.09960302,RSPO3,DOWN
243,209132_s_at,1.068577667,8.936008034,8.02985109,8.48E-14,1.57E-11,20.87405873,COMMD4,UP
244,226370_at,-1.475156072,7.397032985,-8.014549812,9.32E-14,1.71E-11,20.78269741,KLHL15,DOWN
245,222843_at,1.886591827,7.157096773,7.993548153,1.06E-13,1.93E-11,20.65744246,FIGNL1,UP
