"ProbeID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","diffexpressed"
"204121_at",-1.70495997548415,7.74787145822222,-5.60603406330547,6.87328228147983e-08,1.74539681828752e-06,7.71931411466721,"GADD45G","DOWN"
"205406_s_at",1.1370749771694,5.33608617644444,5.60100881204829,7.04752612194045e-08,1.78270747613494e-06,7.69529109391492,"SPA17","UP"
"223217_s_at",-1.46073139054973,8.15905031463131,-5.59609056471064,7.22223064076244e-08,1.8252090790558e-06,7.67179466969687,"NFKBIZ","DOWN"
"1552280_at",-1.37930596561311,4.0886787919697,-5.59317465564928,7.32779681526777e-08,1.84761296155226e-06,7.65787125568269,"TIMD4","DOWN"
"217014_s_at",-1.94177783018579,10.4886916908889,-5.58950689365562,7.46272270376771e-08,1.87729928613941e-06,7.64036520767859,"AZGP1","DOWN"
"217014_s_at",-1.94177783018579,10.4886916908889,-5.58950689365562,7.46272270376771e-08,1.87729928613941e-06,7.64036520767859,"AZGP1P1","DOWN"
"239930_at",-1.51724395057923,5.33316765394949,-5.58468457093793,7.64381556306912e-08,1.91579485702567e-06,7.61736113829462,"GALNT2","DOWN"
"211577_s_at",-1.91986959153443,7.20013353942424,-5.58426029599549,7.6599520603726e-08,1.91895854070243e-06,7.61533789451912,"IGF1","DOWN"
"235065_at",-1.22543394208743,5.35588045161616,-5.58301447776983,7.70752674263708e-08,1.92939877048849e-06,7.60939759274278,"GAREM1","DOWN"
"226282_at",1.48456947330492,7.76000248869697,5.58165787818655,7.75965980279371e-08,1.93948879089232e-06,7.60293015517316,"PTPN14","UP"
"215578_at",-1.25793730987213,3.57020387171212,-5.58152591021246,7.76474955342638e-08,1.93987313522999e-06,7.60230107326155,NA,"DOWN"
"226974_at",1.26660381248634,6.1674637655404,5.5806493431066,7.79863983205553e-08,1.94566979053471e-06,7.59812281374242,"NEDD4L","UP"
"209642_at",1.97122911905464,5.56085103839899,5.57898051085689,7.86356046831562e-08,1.9552976377268e-06,7.59016944324868,"BUB1","UP"
"202770_s_at",1.15171168662514,6.54412187947475,5.57847941694534,7.88315666850555e-08,1.95692197789588e-06,7.58778165119593,"CCNG2","UP"
"229777_at",-3.21782310209835,6.57036749533333,-5.57707794589691,7.9382171036992e-08,1.96969491451306e-06,7.5811042438511,"CLRN3","DOWN"
"236769_at",1.19908010670164,5.32497640787879,5.57616596762815,7.97424788058901e-08,1.97773660082928e-06,7.57675971194957,NA,"UP"
"215501_s_at",-1.17180372529399,7.51381872046465,-5.56993524023811,8.22471830319331e-08,2.03155377970283e-06,7.54709120653507,"DUSP10","DOWN"
"204944_at",1.38878082395738,7.02345952274242,5.56780723520013,8.31200813444639e-08,2.05218670997523e-06,7.53696391229614,"PTPRG","UP"
"205306_x_at",-2.2043056823224,8.08500828839899,-5.56578933356941,8.3956160848518e-08,2.07095655484197e-06,7.52736319843378,"KMO","DOWN"
"225273_at",1.04824471622514,7.23714507965657,5.56387912210424,8.47551772019023e-08,2.08783693844271e-06,7.5182771754068,"WWC3","UP"
"209368_at",-1.74709387723279,8.57991282872727,-5.56118305168492,8.58955448036057e-08,2.10926860987379e-06,7.50545702282183,"EPHX2","DOWN"
"206247_at",1.51504298358907,6.36885385305051,5.55995439776489,8.64201852640529e-08,2.12119801250594e-06,7.49961611515521,"MICB","UP"
"225297_at",1.1128342513235,7.18763923582323,5.55830631606676,8.71288345067012e-08,2.13667132416456e-06,7.49178275739232,"HAUS1","UP"
"1555241_at",1.04828622725355,4.77267387417677,5.55736251526086,8.75372033049368e-08,2.14475966087596e-06,7.48729761670744,"RBIS","UP"
"225212_at",-1.33300352303716,8.59499597194444,-5.55666438180463,8.7840476189796e-08,2.149297457954e-06,7.48398029491975,"SLC25A25","DOWN"
"204438_at",-1.86076740200328,7.86937918128788,-5.55635341128026,8.79758931576037e-08,2.15164686655451e-06,7.48250275322274,"MRC1","DOWN"
"240830_at",-1.37600868068197,6.75416893678788,-5.55338491801966,8.92788627425005e-08,2.18058431617003e-06,7.4684013117873,"SCARNA17","DOWN"
"240830_at",-1.37600868068197,6.75416893678788,-5.55338491801966,8.92788627425005e-08,2.18058431617003e-06,7.4684013117873,"SNHG22","DOWN"
"211138_s_at",-2.22702770494754,8.10081906659091,-5.54995897076362,9.08060310794072e-08,2.21392400684807e-06,7.45213359890378,"KMO","DOWN"
"214056_at",-1.19703676698361,6.89470749824242,-5.54892235321935,9.12731197354571e-08,2.22233566121824e-06,7.44721277823711,"MCL1","DOWN"
"231691_at",-2.57215094155191,8.96094902892929,-5.54556022289269,9.28042429804328e-08,2.25458991187294e-06,7.43125735211492,"C3P1","DOWN"
"226545_at",2.45220932868634,6.11198509216162,5.54166676776531,9.46086501277043e-08,2.29129144542098e-06,7.41278924085873,"CD109","UP"
"212110_at",-1.17334862648087,10.9038566243131,-5.53531825362422,9.7624479489764e-08,2.35805647871494e-06,7.38269610545779,"SLC39A14","DOWN"
"216958_s_at",-1.03216896901857,7.84471104331313,-5.53459421757971,9.79743283663247e-08,2.36441537563857e-06,7.37926563498679,"IVD","DOWN"
"241916_at",-1.15674201923388,4.24797929985354,-5.53331706090884,9.8594424005518e-08,2.37727915152908e-06,7.37321528472673,NA,"DOWN"
"210052_s_at",1.61563506163169,7.59493800185354,5.53240280070884,9.9040672174542e-08,2.38698509685272e-06,7.36888472985305,"TPX2","UP"
"204597_x_at",1.72087732041858,5.89802430024747,5.53105187897941,9.97036614409819e-08,2.40084482463684e-06,7.36248680432997,"STC1","UP"
"226421_at",1.07254505474755,6.48968110624242,5.52965493245468,1.00393789692832e-07,2.4153330557245e-06,7.35587210342503,"AMMECR1","UP"
"203087_s_at",1.32204117908634,6.43168443770707,5.52883585565561,1.00800599315178e-07,2.41872721019324e-06,7.35199424745778,"KIF2A","UP"
"207387_s_at",-1.46088134092349,6.36470301426768,-5.52905476938001,1.00691714628855e-07,2.41872721019324e-06,7.3530306366395,"GK","DOWN"
"209540_at",-2.56542255254754,7.72629460289394,-5.52812471901029,1.01155101884714e-07,2.42403842879767e-06,7.34862776519408,"IGF1","DOWN"
"226050_at",1.59201020748961,8.10502917938889,5.5282343889566,1.01100352085135e-07,2.42403842879767e-06,7.34914691619177,"SLC9D1","UP"
"217997_at",-2.0868867628918,7.11743354654545,-5.52772395632226,1.01355417973909e-07,2.42777343938995e-06,7.34673071537395,"PHLDA1","DOWN"
"218594_at",1.00247048946994,8.33474390008586,5.52755888120259,1.01438041096498e-07,2.42868730311401e-06,7.34594934510366,"HEATR1","UP"
"221868_at",-1.48316608859125,5.85177622312626,-5.52585737197265,1.02293514470965e-07,2.44381264470814e-06,7.3378963739685,"PAIP2B","DOWN"
"212099_at",-1.24189409399453,11.5233849632475,-5.52534962840479,1.02550154525139e-07,2.44673289169132e-06,7.33549365482286,"RHOB","DOWN"
"202647_s_at",1.17684290242405,7.69112182322222,5.52316344596966,1.03662355370472e-07,2.46744062125936e-06,7.32515014773461,"NRAS","UP"
"215506_s_at",-1.5053827350459,4.41522196401515,-5.52334756942529,1.03568232384968e-07,2.46744062125936e-06,7.32602117784961,"DIRAS3","DOWN"
"200916_at",1.04476815253552,10.4817077037374,5.52182251134559,1.04350354751945e-07,2.48101259210622e-06,7.31880724649916,"TAGLN2","UP"
"202502_at",-1.10061662164481,10.8204170067828,-5.52119498847479,1.04673848234264e-07,2.48762091976407e-06,7.31583931773586,"ACADM","DOWN"
"226109_at",-1.18482683573879,7.38996094342929,-5.51842942251127,1.06111211322946e-07,2.51630550759013e-06,7.30276224250975,"C21orf91","DOWN"
"233952_s_at",-1.09477670270928,8.45629778488384,-5.51694787308245,1.06889123731602e-07,2.53145521004075e-06,7.29575864990734,"ZBTB21","DOWN"
"225684_at",1.00659758823497,8.5694250525202,5.51661083075638,1.07066868371873e-07,2.53346745337655e-06,7.29416557218194,"SKA2","UP"
"207718_x_at",-2.42869444600218,9.02980446861616,-5.51624281845922,1.07261274669716e-07,2.53587012707238e-06,7.29242619163741,"CYP2A7","DOWN"
"228338_at",1.41720166703825,5.14961044905051,5.51509817986475,1.07868144594206e-07,2.54801166986306e-06,7.28701669044591,"POU2AF3","UP"
"224480_s_at",-1.68956123759781,7.06726333832323,-5.5138871313717,1.08513868909801e-07,2.56215647331213e-06,7.28129423134,"GPAT3","DOWN"
"223218_s_at",-1.44417216215518,9.10752420162626,-5.51177253279187,1.09650408680845e-07,2.58302335254095e-06,7.27130450655815,"NFKBIZ","DOWN"
"233903_s_at",-1.1762072233683,5.23673356159596,-5.50978498468148,1.107292389665e-07,2.60320961157016e-06,7.26191753978249,"ARHGEF26","DOWN"
"236975_at",-1.02368297644481,3.82353757799495,-5.50501662375802,1.13359851134875e-07,2.65240706291283e-06,7.23940718598455,NA,"DOWN"
"203509_at",-1.36308560418579,9.93491750740404,-5.5041999605729,1.13816458618455e-07,2.66089822539799e-06,7.2355533314954,"SORL1","DOWN"
"230577_at",-3.9763923703377,6.90852079283333,-5.50116859794195,1.15527068355837e-07,2.6997346102342e-06,7.2212519067623,"LINC00844","DOWN"
"205042_at",-1.36128228323606,9.13332882319697,-5.49256273927722,1.20521118607207e-07,2.79847782759158e-06,7.18068239640239,"GNE","DOWN"
"219147_s_at",-1.06085501445683,8.49376357086869,-5.49188717912901,1.20921941218772e-07,2.80539931001732e-06,7.17749965506361,"NMRK1","DOWN"
"228293_at",-1.75917083759782,8.30577112886869,-5.48803066748127,1.23235087184453e-07,2.85300458516514e-06,7.15933610072321,"DEPDC7","DOWN"
"210095_s_at",-1.78273950871584,10.0236927993384,-5.48322179369986,1.26179949999984e-07,2.91500237282113e-06,7.13670015718631,"IGFBP3","DOWN"
"205433_at",-3.00651035839345,9.03805979051515,-5.48308356171738,1.2626560690953e-07,2.9157478182453e-06,7.13604969755611,"BCHE","DOWN"
"201853_s_at",1.16170071508415,8.1192590180202,5.47864274937197,1.29047764057084e-07,2.97157311933325e-06,7.11515955615172,"CDC25B","UP"
"208700_s_at",1.61638372148962,10.1593955913889,5.47496175325349,1.31399111096426e-07,3.0164353317819e-06,7.09785308710928,"TKT","UP"
"225806_at",1.34693280011038,8.98119089206566,5.474205930074,1.31887057501008e-07,3.025093604075e-06,7.0943005848721,"AJUBA","UP"
"214512_s_at",1.07536128168087,10.1014265507172,5.47197129688594,1.3334005037421e-07,3.05585403738427e-06,7.08379951794717,"SUB1","UP"
"228728_at",-1.8685790712306,8.07301692371717,-5.47080565602124,1.34104147644962e-07,3.06950117993895e-06,7.07832314505342,"CPED1","DOWN"
"218349_s_at",1.32624971786557,6.34344375159091,5.46967128539085,1.34851843286056e-07,3.08532204331017e-06,7.0729945063944,"ZWILCH","UP"
"203284_s_at",1.17410799894973,7.21487739500505,5.46843708330413,1.35669955740826e-07,3.10014363718567e-06,7.06719783604016,"HS2ST1","UP"
"202238_s_at",-3.13785721260655,10.2233515022273,-5.46830540204879,1.35757528017556e-07,3.100847293025e-06,7.06657942604287,"NNMT","DOWN"
"211442_x_at",-1.91214324876284,7.15825388913131,-5.46611041613497,1.37225402879125e-07,3.12914026197815e-06,7.05627280063728,"CYP3A43","DOWN"
"209626_s_at",1.37340550485465,5.36199667647475,5.46525378500616,1.37802452786897e-07,3.14098720953706e-06,7.0522512859105,"OSBPL3","UP"
"224801_at",-1.01282675668197,6.847056691,-5.46280711730914,1.39463648060299e-07,3.1762002550113e-06,7.04076778070944,"NDFIP2","DOWN"
"1555495_a_at",1.07662673488962,7.59046394319192,5.46123824793554,1.40539103428115e-07,3.19536305392158e-06,7.03340623334624,"CWC27","UP"
"209711_at",-1.02780142889618,10.0890112643838,-5.46047078985495,1.41068133241838e-07,3.20472294539788e-06,7.02980568380171,"SLC35D1","DOWN"
"219161_s_at",1.3533892427093,8.29597104135859,5.45929809637033,1.41880253188393e-07,3.21915507576972e-06,7.02430467945169,"CKLF","UP"
"219161_s_at",1.3533892427093,8.29597104135859,5.45929809637033,1.41880253188393e-07,3.21915507576972e-06,7.02430467945169,"CKLF-CMTM1","UP"
"221520_s_at",1.0269323868929,6.59491883566162,5.45874898015902,1.42262094540049e-07,3.22513896600902e-06,7.02172912075432,"CDCA8","UP"
"221935_s_at",1.18087397514427,5.87270770404545,5.45503153808112,1.44873574705128e-07,3.27076500015344e-06,7.00429794347214,"EOGT","UP"
"223721_s_at",-2.18568087491585,6.26062357208081,-5.45225965531841,1.46851148893847e-07,3.31130544778682e-06,6.99130619526951,"DNAJC12","DOWN"
"222434_at",1.00772510146339,5.87456015081313,5.45094382060714,1.47799102424579e-07,3.33130515093419e-06,6.98514060810588,"ENAH","UP"
"234980_at",-1.23603269028415,9.52457192922222,-5.45060399686409,1.48044885402932e-07,3.33546836902242e-06,6.98354847876654,"TLCD4","DOWN"
"55872_at",1.19464107691476,8.02706717156061,5.44945796136707,1.48876713918263e-07,3.35006344343556e-06,6.97817965461494,"UCKL1","UP"
"55872_at",1.19464107691476,8.02706717156061,5.44945796136707,1.48876713918263e-07,3.35006344343556e-06,6.97817965461494,"ZNF512B","UP"
"229500_at",1.0585283038295,5.75200142906061,5.44798931326664,1.49949364872651e-07,3.36864856593587e-06,6.97130070293916,"SLC30A9","UP"
"230466_s_at",1.82080946117923,8.02002645021717,5.44757788703031,1.50251204531191e-07,3.3726547608146e-06,6.96937388182005,"RASSF3","UP"
"204318_s_at",1.78702547490383,5.70066542464141,5.44660028878065,1.5097078847221e-07,3.38463369081806e-06,6.96479595217604,"GTSE1","UP"
"230109_at",-1.08553507317923,5.31363495596465,-5.44640405591778,1.51115634368761e-07,3.38649082469476e-06,6.96387709920455,"PDE7B","DOWN"
"238066_at",1.45259811871147,7.12578826962121,5.44430644926398,1.52672430924844e-07,3.41717191397479e-06,6.95405665651184,"RBP7","UP"
"229050_s_at",1.04205159404044,7.80234942932828,5.44349015769998,1.53282478628387e-07,3.42709003882535e-06,6.95023574625285,"SNHG7","UP"
"242881_x_at",2.76924604700328,6.13051957193939,5.44337789575507,1.53366562080259e-07,3.42709003882535e-06,6.94971030176254,NA,"UP"
"201473_at",-1.29711587326666,8.57623695836869,-5.4392670433947,1.56476708035408e-07,3.48686262963004e-06,6.93047485953284,"JUNB","DOWN"
"206069_s_at",-1.90571459511147,5.86970002416667,-5.43927921951512,1.56467405838999e-07,3.48686262963004e-06,6.93053181807135,"ACADL","DOWN"
"222036_s_at",1.3326934693847,7.18959822444949,5.4373554194437,1.57943834622487e-07,3.51212811084603e-06,6.92153365916978,"MCM4","UP"
"238178_at",-1.41848732190383,4.95934772231313,-5.43657271395884,1.58548402178657e-07,3.52099500613386e-06,6.91787339413939,NA,"DOWN"
"244631_at",1.23633002266776,5.90948860224747,5.43636839896724,1.58706587316191e-07,3.52191907887004e-06,6.91691799385799,"LOC389834","UP"
"228597_at",1.23503050378689,6.3232801335,5.43386512345397,1.606572047662e-07,3.55942065878153e-06,6.9052145376059,"MIS18A","UP"
"1564706_s_at",-2.98863254900875,6.16126157160101,-5.43211588964383,1.62034096017809e-07,3.58701584346195e-06,6.89703877641872,"GLS2","DOWN"
"209278_s_at",-1.70595469103497,4.74168495884343,-5.43016666494159,1.63581952280644e-07,3.61249541443705e-06,6.88793056024381,"TFPI2","DOWN"
"216813_at",-1.15572823740546,4.89977994416162,-5.42801441364329,1.65307764155088e-07,3.64471252474841e-06,6.8778764521036,NA,"DOWN"
"218979_at",1.00889432226995,7.47859914275253,5.42558772699812,1.67274913279829e-07,3.68362291893197e-06,6.86654385971878,"RMI1","UP"
"212067_s_at",-1.56048966444262,11.3407908975303,-5.42301814120268,1.69382756692266e-07,3.72103800934624e-06,6.85454800284358,"C1R","DOWN"
"209583_s_at",1.41912855560547,5.34578967761111,5.4190935609003,1.72652133951005e-07,3.77766466004255e-06,6.83623457702436,"CD200","UP"
"210988_s_at",1.04055525125355,6.56664945184343,5.4178264375878,1.73720779921589e-07,3.79496518154309e-06,6.83032383760488,"PRUNE1","UP"
"219684_at",1.44454226300656,7.13328604268182,5.4176324343263,1.73884962974284e-07,3.79703297997385e-06,6.82941896225551,"RTP4","UP"
"202651_at",1.13713054330492,9.76229434975758,5.41746936529776,1.74023083598467e-07,3.79853024163193e-06,6.8286583897009,"LPGAT1","UP"
"218869_at",-1.00229015417486,7.58125530544444,-5.41342792367113,1.77480561817689e-07,3.86781561155206e-06,6.80981404329367,"MLYCD","DOWN"
"201897_s_at",1.22355015921749,9.46460118273737,5.41127632825621,1.79348464385334e-07,3.89918697670234e-06,6.79978586562013,"CKS1B","UP"
"219294_at",1.07893564058033,4.46996178665152,5.40915656832469,1.81207448052823e-07,3.93333957094946e-06,6.7899089459152,"CENPQ","UP"
"204527_at",1.27873717231803,5.38521778671212,5.40342870758182,1.86325027084941e-07,4.0316040824841e-06,6.76323455334307,"MYO5A","UP"
"202917_s_at",-2.55974260860655,6.72983269965152,-5.40012341654874,1.89341915795906e-07,4.08393761744148e-06,6.74785146417279,"S100A8","DOWN"
"204955_at",-2.14063097683716,5.54087898562626,-5.39945927978681,1.89953817605006e-07,4.09390206821712e-06,6.74476135809942,"SRPX","DOWN"
"218816_at",1.98178588717814,6.19236836349495,5.3992214101165,1.90173446679384e-07,4.09701871538509e-06,6.7436546626694,"LRRC1","UP"
"218976_at",-2.67418530229618,7.97031018173232,-5.39627644791909,1.92913148890265e-07,4.14786055131655e-06,6.72995612855756,"DNAJC12","DOWN"
"209542_x_at",-1.83444722723278,7.42765164175758,-5.39375703449983,1.95287438194707e-07,4.18737057798489e-06,6.71824142857506,"IGF1","DOWN"
"228055_at",-1.04466748287104,6.06999542923737,-5.38881127159688,2.00031357774063e-07,4.27064602897377e-06,6.69525652892675,"NAPSB","DOWN"
"226225_at",-2.105303886447,7.0525345074899,-5.38443589211869,2.04321581261804e-07,4.34356345560564e-06,6.67493543897888,"MCC","DOWN"
"220085_at",1.61845495767978,5.61857145281313,5.37900866915004,2.09767804125646e-07,4.44377388933821e-06,6.64974613872343,"HELLS","UP"
"221039_s_at",1.26461882105902,7.04577948298485,5.36942721580807,2.19729814355245e-07,4.6243176691264e-06,6.60532183593806,"ASAP1","UP"
"202202_s_at",1.32358542479235,6.17633354770202,5.36814955092482,2.21092546423297e-07,4.64583579754348e-06,6.59940239621817,"LAMA4","UP"
"214948_s_at",1.16150104902405,7.78982121084343,5.3675156963813,2.2177165311555e-07,4.65831357369213e-06,6.59646612696046,"TMF1","UP"
"238604_at",1.06461487740109,6.3988008580404,5.36719781798153,2.22112989645961e-07,4.66368962073621e-06,6.59499368319908,NA,"UP"
"231982_at",-2.04629780366558,6.08284266748485,-5.36570654992309,2.23721147129321e-07,4.69384671846853e-06,6.58808684807489,"SMIM24","DOWN"
"208961_s_at",-1.09819337722185,9.5858822239495,-5.36078654644717,2.29107589234008e-07,4.79213051353385e-06,6.56530986807524,"KLF6","DOWN"
"222750_s_at",1.01705307592896,7.81658095114646,5.35863608181201,2.31501384717711e-07,4.8347935463053e-06,6.55535924239677,"SRD5A3","UP"
"228648_at",-1.68002960325136,10.2340813153586,-5.3574990359647,2.32776912520314e-07,4.85771705138399e-06,6.55009910475,"LRG1","DOWN"
"203418_at",1.7683871011541,5.2841699909697,5.3555368196942,2.34994216873749e-07,4.89354576431933e-06,6.54102356063403,"CCNA2","UP"
"1566557_at",1.25653631077268,5.82112434988384,5.3544702241786,2.36208080816755e-07,4.91242647282766e-06,6.53609143305281,"BAIAP2-DT","UP"
"227892_at",2.3711076462612,6.45915534085354,5.35416878802204,2.36552242048877e-07,4.91771130377439e-06,6.53469767091287,"PRKAA2","UP"
"217487_x_at",-1.55267344768524,6.32865504945455,-5.35367730152204,2.37114438065918e-07,4.92752313778309e-06,6.53242529063282,"FOLH1","DOWN"
"217487_x_at",-1.55267344768524,6.32865504945455,-5.35367730152204,2.37114438065918e-07,4.92752313778309e-06,6.53242529063282,"FOLH1B","DOWN"
"241114_s_at",-1.33571119599125,7.18634113392929,-5.35355999462531,2.37248813885521e-07,4.92844027110306e-06,6.53188294691748,"ACAA2","DOWN"
"218783_at",1.13523121517595,5.92856294865657,5.35240811010404,2.38572248908092e-07,4.94652476447139e-06,6.52655792081019,"INTS7","UP"
"212994_at",1.11355395158907,6.88506522280808,5.35037023815216,2.40931245248172e-07,4.9916457119645e-06,6.51713916612348,"THOC2","UP"
"207180_s_at",1.12862113900656,9.44507591416667,5.34994240748251,2.41429368542695e-07,5.00006905734629e-06,6.51516213224301,"HTATIP2","UP"
"212560_at",-1.55454209695519,9.35012138732323,-5.34922980298456,2.42261280222561e-07,5.00780291324554e-06,6.51186940060257,"SORL1","DOWN"
"201985_at",1.11745657635847,8.11824767091919,5.34886200979683,2.42691741862338e-07,5.01480291272338e-06,6.51017006621608,"WASHC5","UP"
"242702_at",-1.19328376987104,4.96058327885859,-5.34625509970004,2.45764255840974e-07,5.07253337272982e-06,6.49812771211047,"MMAA","DOWN"
"211761_s_at",1.02836886779891,9.03358099732323,5.3432937790589,2.49300419821647e-07,5.13784546198432e-06,6.48445349316474,"CACYBP","UP"
"215966_x_at",-1.20351402038798,6.00363663985354,-5.34291197803485,2.49759923412256e-07,5.14334038360239e-06,6.48269089583152,"GK3","DOWN"
"214279_s_at",-1.80040154610711,7.7460175209495,-5.34238140852414,2.50399841157943e-07,5.14545334959286e-06,6.48024165937647,"NDRG2","DOWN"
"224796_at",1.1454966378623,8.28733215793939,5.3420333376194,2.50820514583556e-07,5.14964690336532e-06,6.47863497870218,"ASAP1","UP"
"211074_at",-1.18427269284154,10.5146805580707,-5.33985106176519,2.53473699648647e-07,5.19825728836333e-06,6.46856346068399,"FOLR1","DOWN"
"226420_at",1.30619732333443,5.01829738925758,5.33584424972107,2.58416428319849e-07,5.28969130428482e-06,6.4500794219329,"MECOM","UP"
"201266_at",1.54779659710711,10.3742860076111,5.33507189421593,2.5937991629105e-07,5.30345015664661e-06,6.44651761530089,"TXNRD1","UP"
"205730_s_at",-1.24597159766776,7.74089563843434,-5.32683682398338,2.69872711930457e-07,5.48922101179071e-06,6.40856452408328,"ABLIM3","DOWN"
"206754_s_at",-2.63640653454098,10.0400756025606,-5.32602783633731,2.70925498421645e-07,5.50858311440853e-06,6.40483848794147,"CYP2B6","DOWN"
"206754_s_at",-2.63640653454098,10.0400756025606,-5.32602783633731,2.70925498421645e-07,5.50858311440853e-06,6.40483848794147,"CYP2B7P","DOWN"
"219555_s_at",1.24495114091148,6.57887598193939,5.31709229525294,2.82823009963649e-07,5.72491217314483e-06,6.3637112443462,"CENPN","UP"
"206541_at",-1.77039282299453,9.33909761341414,-5.31108265628444,2.91109051090691e-07,5.86251855665531e-06,6.33607991844342,"KLKB1","DOWN"
"212807_s_at",1.2565997242776,6.63787298386869,5.31006745196568,2.92531931863358e-07,5.88219675804623e-06,6.33141448075441,"SORT1","UP"
"241897_at",-1.90820176065027,5.73759146712626,-5.30905145180851,2.93962701532993e-07,5.90879095282346e-06,6.32674605269154,NA,"DOWN"
"203967_at",1.79781926307541,4.86837355678788,5.30577704480309,2.98620325984796e-07,5.98918540690697e-06,6.31170499265524,"CDC6","UP"
"201471_s_at",1.10146241253224,11.0433964785707,5.30305348949722,3.02549025379487e-07,6.05907954640629e-06,6.29919956482589,"SQSTM1","UP"
"226844_at",1.40710903735956,6.54339329326263,5.30266755739861,3.03109779910869e-07,6.06586090519321e-06,6.29742791412638,"MOB3B","UP"
"242868_at",-1.70649108781202,6.29914629058586,-5.30201123494243,3.04065730916506e-07,6.08053524809342e-06,6.29441523723084,NA,"DOWN"
"235915_at",-1.93292494150929,8.25296291191414,-5.30091532481087,3.05668494246822e-07,6.10364660925107e-06,6.28938536928734,NA,"DOWN"
"225060_at",1.15388673922842,7.91966994123232,5.30031663626398,3.06547541570521e-07,6.11382468259829e-06,6.28663791363372,"LRP11","UP"
"218782_s_at",1.64450051309836,7.81548054156061,5.29855556203099,3.09147586600739e-07,6.15960494236635e-06,6.27855747179215,"ATAD2","UP"
"227614_at",2.16578819814207,7.3851455069798,5.29635280177774,3.12429946998128e-07,6.21140760662861e-06,6.2684532427467,"HKDC1","UP"
"205498_at",-2.37061609407104,9.07859094893434,-5.28935099001906,3.23090155344731e-07,6.38614645452111e-06,6.2363562785607,"GHR","DOWN"
"206753_at",-2.27599823897268,9.3319831020404,-5.28749136421419,3.25980367201347e-07,6.43163504117311e-06,6.22783692069063,"RDH16","DOWN"
"223451_s_at",1.06704307326339,7.29847045407071,5.28573682611045,3.28730299811252e-07,6.46720023904608e-06,6.21980104960003,"CKLF","UP"
"205541_s_at",-2.30505074463934,6.09101348543939,-5.28494977972871,3.29971176344186e-07,6.4892747042438e-06,6.21619698728976,"GSPT2","DOWN"
"218788_s_at",1.34543733036175,7.8963070614798,5.28479682466221,3.30212857201948e-07,6.49168998213463e-06,6.21549661830717,"SMYD3","UP"
"202421_at",1.33894622454863,7.1651850400404,5.28376818096693,3.31842672118889e-07,6.52028732416878e-06,6.21078693573621,"IGSF3","UP"
"231790_at",-2.05438587737049,8.1428508619697,-5.28283226313191,3.33332365297578e-07,6.54594766846338e-06,6.20650239860579,"DMGDH","DOWN"
"210987_x_at",1.1853453067082,9.49992914663636,5.28096618087487,3.3632203196256e-07,6.59517239912794e-06,6.19796136016157,"TPM1","UP"
"235126_at",1.18330708363825,6.34896282000505,5.28029215143278,3.37408298549514e-07,6.6117256579421e-06,6.19487689050482,"FLVCR1-DT","UP"
"205569_at",1.71039618280874,5.80242620174747,5.27968514435216,3.38389471477503e-07,6.62857396190849e-06,6.19209937870403,"LAMP3","UP"
"210337_s_at",1.02555485757814,8.03514440449495,5.27746016434022,3.42009737582485e-07,6.68749652652785e-06,6.18192047598402,"ACLY","UP"
"219037_at",1.06139871527323,7.63571533369192,5.27482785444099,3.46341429686844e-07,6.76493007850057e-06,6.16988226251955,"RRP15","UP"
"220239_at",1.11333947876721,6.20433154839394,5.27348377336515,3.48573760850669e-07,6.79637943639329e-06,6.16373717948118,"KLHL7","UP"
"211470_s_at",3.25351990124153,7.00249771311111,5.27255016988134,3.50132574806422e-07,6.82190164391835e-06,6.15946947423121,"SULT1C2","UP"
"1554547_at",1.11131359980984,5.57517784084849,5.27211690855738,3.508582812412e-07,6.82873247092859e-06,6.15748913470826,"FAM13C","UP"
"219313_at",-1.69433329886557,6.77938964118182,-5.27023407451592,3.54029027897549e-07,6.88553678795186e-06,6.1488845441227,"GRAMD1C","DOWN"
"201565_s_at",-1.02787463537705,11.1703836805152,-5.2685738524548,3.56847994571863e-07,6.93542331941393e-06,6.14129920800503,"ID2","DOWN"
"208694_at",1.17968091365465,8.45327804386869,5.26733879596132,3.58959199870602e-07,6.97149316590796e-06,6.13565756068774,"PRKDC","UP"
"202983_at",1.0115636445683,8.76838245346465,5.26338978713577,3.65791461803932e-07,7.0961374206668e-06,6.11762544075313,"HLTF","UP"
"203238_s_at",1.30300012043279,6.4749985900303,5.26332945451668,3.65896819010084e-07,7.0961374206668e-06,6.11735002630898,"NOTCH3","UP"
"222043_at",-1.35377137914317,8.34231730373737,-5.26305267661689,3.6638052700999e-07,7.10047541575464e-06,6.11608658375208,"CLU","DOWN"
"219258_at",1.18104620646339,5.85004246440404,5.26180569255358,3.6856752803144e-07,7.13526352654415e-06,6.11039493898287,"TIPIN","UP"
"1555189_a_at",-1.77662515011257,4.97442764382323,-5.26034792531747,3.71140303861043e-07,7.17743817803228e-06,6.10374249469484,"TAT","DOWN"
"210301_at",-1.37254069776066,7.40548838086364,-5.25887090875284,3.73764859650418e-07,7.22307865537448e-06,6.0970036191275,"XDH","DOWN"
"213125_at",1.05047979258251,5.10971329391414,5.25690315383925,3.77289475097346e-07,7.27875983001994e-06,6.08802796263138,"OLFML2B","UP"
